,country,countrystd,date,date1,date2,lat,lon,text,source,alltext
206,Luxembourg,Luxembourg,21.03.2020,2020-03-21,20200321,49.76682427581087,6.071763967273548," Passengers are not allowed to enter Luxembourg until the 17 April 2020. - This does not apply to nationals of Luxembourg and their family members in order to return home. - This does not apply to nationals of the European Union, Schengen Member States and the Schengen Associated States, passengers from the United Kingdom, and their family members in order to return home. - This does not apply to passengers who have a long-term resident status in accordance with the European Directive 2003/109 / EC relating to long-term residents, as well as any other person who have a right of residence in accordance with European directives as well as national law in Grand Duchy of Luxembourg or one of the neighboring countries. - This does not apply to healthcare professionals, health researchers and healthcare professionals to the elderly. - This does not apply to cross-border workers. - This does not apply to members of the diplomatic corps, personnel of international organizations, the military, personnel of the development cooperation and humanitarian aid, during the exercise of their respective functions. - This does not apply to passenger travelling by land to their country of origin. They must have a proof of onward journey. - This does not apply to passengers traveling for urgent and duly justified family reasons. - This does not apply to passengers who want to apply for international protection or subsidiary protection in the Grand Duchy of Luxembourg or for other humanitarian reasons. ", https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm ,"Luxembourg: Passengers are not allowed to enter Luxembourg until the 17 April 2020. - This does not apply to nationals of Luxembourg and their family members in order to return home. - This does not apply to nationals of the European Union, Schengen Member States and the Schengen Associated States, passengers from the United Kingdom, and their family members in order to return home. - This does not apply to passengers who have a long-term resident status in accordance with the European Directive 2003/109 / EC relating to long-term residents, as well as any other person who have a right of residence in accordance with European directives as well as national law in Grand Duchy of Luxembourg or one of the neighboring countries. - This does not apply to healthcare professionals, health researchers and healthcare professionals to the elderly. - This does not apply to cross-border workers. - This does not apply to members of the diplomatic corps, personnel of international organizations, the military, personnel of the development cooperation and humanitarian aid, during the exercise of their respective functions. - This does not apply to passenger travelling by land to their country of origin. They must have a proof of onward journey. - This does not apply to passengers traveling for urgent and duly justified family reasons. - This does not apply to passengers who want to apply for international protection or subsidiary protection in the Grand Duchy of Luxembourg or for other humanitarian reasons. Source: https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm Published on 21.03"
207,Viet Nam,Vietnam,21.03.2020,2020-03-21,20200321,16.642182728270107,106.3009352208995," Country to suspend all inbound international flights because of COVID-19 (Reuters) 1. All passengers will be placed on quarantine at a designated facility for 14 days upon arrival. 2. All visa on arrivals are suspended. 3. Passengers who have been in or transited through Austria, Belgium, Croatia, Czechia, Denmark, Estonia, Finland, France, Germany, Greece, Hungary, Iceland, Italy, Latvia, Liechtenstein, Lithuania, Luxembourg, Malta, Netherlands, Norway, Poland, Portugal, Slovakia, Slovenia, Spain, Sweden, Switzerland or United Kingdom in the past 14 days are not allowed to enter Viet Nam. This does not apply to passengers who travel for diplomatic or official purpose. - This does not apply to nationals of Viet Nam. - This does not apply to passengers who reside in Viet Nam. 4. Passengers who have been in or transited through China (People's Rep.) in the past 14 days are not allowed to enter Viet Nam. This does not apply to passengers who travel for diplomatic or official purpose. - This does not apply to nationals of Viet Nam. - This does not apply to passengers who reside in Viet Nam. 5. All passengers must fill out a quarantine form prior to arrival. 6. Passengers who travel for diplomatic or official purpose will undergo a medical examination at the border before allowed to enter Viet Nam. 7. Nationals of Italy and Korea (Rep.) with a normal passport are no longer visa exempt. 8. Nationals of Denmark, Finland, France, Germany, Norway, Spain, Sweden and passengers with a British passport are no longer visa exempt. 9. Passengers with a Certificate of Visa Exemption issued by Viet Nam are no longer visa exempt if they reside in China (People's Rep.), Denmark, Finland, France, Germany, Iran, Italy, Korea (Rep.), Norway, Spain, Sweden or United Kingdom. 10. Visa exempt passengers and passengers with a Certificate of Visa Exemption issued by Viet Nam must submit a document certifying they are not tested positive for the Coronavirus (COVID-19). It must be issued by local competent authority accepted by Vietnam authority. - This does not apply to passengers with a diplomatic, an official or a service passport. ", https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm ,"Viet Nam: Country to suspend all inbound international flights because of COVID-19 (Reuters) 1. All passengers will be placed on quarantine at a designated facility for 14 days upon arrival. 2. All visa on arrivals are suspended. 3. Passengers who have been in or transited through Austria, Belgium, Croatia, Czechia, Denmark, Estonia, Finland, France, Germany, Greece, Hungary, Iceland, Italy, Latvia, Liechtenstein, Lithuania, Luxembourg, Malta, Netherlands, Norway, Poland, Portugal, Slovakia, Slovenia, Spain, Sweden, Switzerland or United Kingdom in the past 14 days are not allowed to enter Viet Nam. This does not apply to passengers who travel for diplomatic or official purpose. - This does not apply to nationals of Viet Nam. - This does not apply to passengers who reside in Viet Nam. 4. Passengers who have been in or transited through China (People's Rep.) in the past 14 days are not allowed to enter Viet Nam. This does not apply to passengers who travel for diplomatic or official purpose. - This does not apply to nationals of Viet Nam. - This does not apply to passengers who reside in Viet Nam. 5. All passengers must fill out a quarantine form prior to arrival. 6. Passengers who travel for diplomatic or official purpose will undergo a medical examination at the border before allowed to enter Viet Nam. 7. Nationals of Italy and Korea (Rep.) with a normal passport are no longer visa exempt. 8. Nationals of Denmark, Finland, France, Germany, Norway, Spain, Sweden and passengers with a British passport are no longer visa exempt. 9. Passengers with a Certificate of Visa Exemption issued by Viet Nam are no longer visa exempt if they reside in China (People's Rep.), Denmark, Finland, France, Germany, Iran, Italy, Korea (Rep.), Norway, Spain, Sweden or United Kingdom. 10. Visa exempt passengers and passengers with a Certificate of Visa Exemption issued by Viet Nam must submit a document certifying they are not tested positive for the Coronavirus (COVID-19). It must be issued by local competent authority accepted by Vietnam authority. - This does not apply to passengers with a diplomatic, an official or a service passport. Source: https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm Published on 21.03"
208,United Arab Emirates,United Arab Emirates,21.03.2020,2020-03-21,20200321,23.90578317229372,54.300795531798926," Passengers are not allowed to enter United Arab Emirates. - This does not apply to nationals of United Arab Emirates. - This does not apply to passengers with a diplomatic passport. - This does not apply to family members (including father, mother, son, daughter, wife, husband, grandparents, grandchildren and domestic helpers) of nationals of United Arab Emirates. They must travel together. Airlines are required to contact the UAE National Advance Information Center for prior approval before boarding. ", https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm ,"United Arab Emirates: Passengers are not allowed to enter United Arab Emirates. - This does not apply to nationals of United Arab Emirates. - This does not apply to passengers with a diplomatic passport. - This does not apply to family members (including father, mother, son, daughter, wife, husband, grandparents, grandchildren and domestic helpers) of nationals of United Arab Emirates. They must travel together. Airlines are required to contact the UAE National Advance Information Center for prior approval before boarding. Source: https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm Published on 21.03"
209,Turks and Caicos Islands,Turks and Caicos Is.,21.03.2020,2020-03-21,20200321,21.780045376327106,-71.8733066017055," Effective 24 March at 12am all airports will close to all non-essential international and regional flights. Domestic flights will continue. No visitor shall be allowed to enter or transit through Turks and Caicos for a period of 21 days. Exemptions include outbound flights, all-cargo flights, courier flights, medevac flights, technical stops, emergency flights approved by the CAA and islanders or residents returning to the islands. Returning nationals and residents are subject to screening and tracing upon entry, as well as quarantine for 14 days. Flights originating in China, Iran, Korea (Rep.), Italy, Singapore, Macau (SAR China), or Japan are not permitted to land. Passengers and crew having visited any of these countries during the past 21 days are not allowed in the Islands. Residents or citizens coming from these countries are subject to screening and passenger tracing at port of entry, clinical examination and quarantined for a period of 14 days if deemed necessary. ", https://www.iata.org/contentassets/301cd67d55384afa81221b4abe62f384/turks-caicos-ncov-measures.pdf ,"Turks and Caicos Islands: Effective 24 March at 12am all airports will close to all non-essential international and regional flights. Domestic flights will continue. No visitor shall be allowed to enter or transit through Turks and Caicos for a period of 21 days. Exemptions include: outbound flights, all-cargo flights, courier flights, medevac flights, technical stops, emergency flights approved by the CAA and islanders or residents returning to the islands. Returning nationals and residents are subject to screening and tracing upon entry, as well as quarantine for 14 days. Flights originating in China, Iran, Korea (Rep.), Italy, Singapore, Macau (SAR China), or Japan are not permitted to land. Passengers and crew having visited any of these countries during the past 21 days are not allowed in the Islands. Residents or citizens coming from these countries are subject to screening and passenger tracing at port of entry, clinical examination and quarantined for a period of 14 days if deemed necessary. Source: https://www.iata.org/contentassets/301cd67d55384afa81221b4abe62f384/turks-caicos-ncov-measures.pdf Published on 21.03"
210,Turkey,Turkey,21.03.2020,2020-03-21,20200321,39.06108059099911,35.167239426307155," Turkey extended measures against the coronavirus on Saturday, suspended flights with 46 more countries (Reuters) 1. Nationals of Austria, Belgium, China (People's Rep.) Denmark, Egypt, France, Germany, Iran, Iraq, Ireland (Rep.), Italy, Korea (Rep.), Netherlands, Norway, Saudi Arabia, Spain, Sweden, Switzerland and United Arab Emirates are not allowed to enter Turkey. 2. Passengers with a British passport are not allowed to enter Turkey. 3. Passengers who have transited through or have been in Austria, Belgium, China (People's Rep.), Denmark, Egypt, France, Germany, Iran, Iraq, Ireland, Italy, Korea Rep., Netherlands, Norway, Saudi Arabia, Spain, Sweden, Switzerland, United Arab Emirates or United Kingdom in the past 14 days are not allowed to transit or enter Turkey. - This does not apply to nationals of Turkey and residents of Turkey. 4. Passengers arriving from Austria, Belgium, China (People's Rep.), Denmark, Egypt, France, Germany, Iran, Iraq, Ireland, Italy, Korea Rep., Netherlands, Norway, Saudi Arabia, Spain, Sweden, Switzerland, United Arab Emirates or United Kingdom in the past 14 days are not allowed to transit or enter Turkey. - This does not apply to nationals of Turkey and residents of Turkey. ", https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm ,"Turkey: Turkey extended measures against the coronavirus on Saturday, suspended flights with 46 more countries (Reuters) 1. Nationals of Austria, Belgium, China (People's Rep.) Denmark, Egypt, France, Germany, Iran, Iraq, Ireland (Rep.), Italy, Korea (Rep.), Netherlands, Norway, Saudi Arabia, Spain, Sweden, Switzerland and United Arab Emirates are not allowed to enter Turkey. 2. Passengers with a British passport are not allowed to enter Turkey. 3. Passengers who have transited through or have been in Austria, Belgium, China (People's Rep.), Denmark, Egypt, France, Germany, Iran, Iraq, Ireland, Italy, Korea Rep., Netherlands, Norway, Saudi Arabia, Spain, Sweden, Switzerland, United Arab Emirates or United Kingdom in the past 14 days are not allowed to transit or enter Turkey. - This does not apply to nationals of Turkey and residents of Turkey. 4. Passengers arriving from Austria, Belgium, China (People's Rep.), Denmark, Egypt, France, Germany, Iran, Iraq, Ireland, Italy, Korea Rep., Netherlands, Norway, Saudi Arabia, Spain, Sweden, Switzerland, United Arab Emirates or United Kingdom in the past 14 days are not allowed to transit or enter Turkey. - This does not apply to nationals of Turkey and residents of Turkey. Source: https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm Published on 21.03"
211,Tunisia,Tunisia,21.03.2020,2020-03-21,20200321,34.11940521704284,9.554626247536687," Government imposes countrywide lockdown because of COVID-19. The general lockdown will be in effect across all of Tunisia starting on Sunday, March 22, to prevent further spread of coronavirus (COVID-19). The restrictions will remain in place until 4 April. All non-essential movement is banned during the lockdown and President Saied said that food and vital service will still be provided by the state. The Tunisian government announced that from 18 March, all borders will be closed except for the transport of goods and the repatriation of foreigners. All maritime points of entry will be closed. All airline travels are now suspended except for approved official and repatriation flights. All travellers arriving in the country will be required to self-quarantine for 14 days, under the supervision of the Ministry of Health. ", Media https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening ,"Tunisia: Government imposes countrywide lockdown because of COVID-19. The general lockdown will be in effect across all of Tunisia starting on Sunday, March 22, to prevent further spread of coronavirus (COVID-19). The restrictions will remain in place until 4 April. All non-essential movement is banned during the lockdown and President Saied said that food and vital service will still be provided by the state. The Tunisian government announced that from 18 March, all borders will be closed except for the transport of goods and the repatriation of foreigners. All maritime points of entry will be closed. All airline travels are now suspended except for approved official and repatriation flights. All travellers arriving in the country will be required to self-quarantine for 14 days, under the supervision of the Ministry of Health. Source: Media https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening Published on 21.03"
212,Togo,Togo,21.03.2020,2020-03-21,20200321,8.526788089218051,0.9622716266284954," All land borders closed indefinitely from 21 March All flights from high-risk countries, such as France, Italy, Germany and Spain, are suspended from 20 march for a period of two weeks, which could be extended. Fourteen-day self-isolation is mandatory for anyone arriving in Togo who has stayed in the same countries. ", https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening ,"Togo: All land borders closed indefinitely from 21 March All flights from high-risk countries, such as France, Italy, Germany and Spain, are suspended from 20 march for a period of two weeks, which could be extended. Fourteen-day self-isolation is mandatory for anyone arriving in Togo who has stayed in the same countries. Source: https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening Published on 21.03"
213,Switzerland,Switzerland,21.03.2020,2020-03-21,20200321,46.79895688043137,8.215353697862245," Passengers are not allowed to enter Switzerland. - This does not apply if arriving from Belgium, Czechia, Denmark, Estonia, Finland, Greece, Hungary, Iceland, Latvia, Liechtenstein, Lithuania, Luxembourg, Malta, Netherlands, Norway, Poland, Portugal, Slovakia, Slovenia or Sweden. - This does not apply to nationals or residents of Switzerland. - This does not apply to passenger with a cross-border commuter permit, a visa issued by Switzerland for the purpose of ""business meetings"" as specialists in the field of health or ""official visit"" of great importance, or who have an assurance of a residence permit. - This does not apply to passengers who are entitled to freedom of movement and have a professional reason for entering Switzerland and have a confirmation of registration. - This does not apply to passengers who are of great importance as specialists in the health sector. - This does not apply to passenger travelling by land to their country of origin. They must have a proof of onward journey. ", https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm ,"Switzerland: Passengers are not allowed to enter Switzerland. - This does not apply if arriving from Belgium, Czechia, Denmark, Estonia, Finland, Greece, Hungary, Iceland, Latvia, Liechtenstein, Lithuania, Luxembourg, Malta, Netherlands, Norway, Poland, Portugal, Slovakia, Slovenia or Sweden. - This does not apply to nationals or residents of Switzerland. - This does not apply to passenger with a cross-border commuter permit, a visa issued by Switzerland for the purpose of ""business meetings"" as specialists in the field of health or ""official visit"" of great importance, or who have an assurance of a residence permit. - This does not apply to passengers who are entitled to freedom of movement and have a professional reason for entering Switzerland and have a confirmation of registration. - This does not apply to passengers who are of great importance as specialists in the health sector. - This does not apply to passenger travelling by land to their country of origin. They must have a proof of onward journey. Source: https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm Published on 21.03"
214,South Africa,South Africa,21.03.2020,2020-03-21,20200321,-29.001032178253613,25.08736443523786," Johannesburg's O.R. Tambo International Airport say foreigner travelers will not be allowed to disembark because of COVID-19 1. Passengers who have been in China (People's Rep.), France, Germany, Iran, Italy, Korea (Rep.), Spain, Switzerland, USA or United Kingdom are not allowed to transit or enter South Africa. - This does not apply to nationals and residents of South Africa. 2. Nationals and residents of South Africa returning from COVID-19 high-risk countries will be subjected to testing and self-isolation or quarantine. 3. Passengers who have been in Hong Kong (SAR China), Portugal and Singapore are subject to extra screening. 4. A completed health questionnaire must be presented to Port Health upon arrival. 5. Nationals of China (People's Rep.), France, Germany, Iran, Italy, Korea (Rep.), Spain, Switzerland and USA are only allowed to transit if returning home. 6. Passengers with a British passport are only allowed to transit if returning home. ", https://spectrumlocalnews.com/nc/coastal/ap-online/2020/03/20/africas-busiest-airport-says-foreigners-cant-disembark https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm ,"South Africa: Johannesburg's O.R. Tambo International Airport say foreigner travelers will not be allowed to disembark because of COVID-19 1. Passengers who have been in China (People's Rep.), France, Germany, Iran, Italy, Korea (Rep.), Spain, Switzerland, USA or United Kingdom are not allowed to transit or enter South Africa. - This does not apply to nationals and residents of South Africa. 2. Nationals and residents of South Africa returning from COVID-19 high-risk countries will be subjected to testing and self-isolation or quarantine. 3. Passengers who have been in Hong Kong (SAR China), Portugal and Singapore are subject to extra screening. 4. A completed health questionnaire must be presented to Port Health upon arrival. 5. Nationals of China (People's Rep.), France, Germany, Iran, Italy, Korea (Rep.), Spain, Switzerland and USA are only allowed to transit if returning home. 6. Passengers with a British passport are only allowed to transit if returning home. Source: https://spectrumlocalnews.com/nc/coastal/ap-online/2020/03/20/africas-busiest-airport-says-foreigners-cant-disembark https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm Published on 21.03"
215,Samoa,Samoa,21.03.2020,2020-03-21,20200321,-13.754595654027655,-172.16124929903532," 1. All travelers, including returning residents entering Samoa, must have a medical certificate issued by a registered medical practitioner issued within 3 days before their arrival into Samoa. 2. Passengers who have transited through or have been in Australia, Austria, Bahrain, Belgium, Canada, China (People’s Rep.), Chinese Taipei, Czechia, Denmark, France, Germany, Greece, Hong Kong (SAR China), Iceland, Italy, Iran, Japan, Korea (Rep.), Kuwait, Luxembourg, Macao (SAR China), Malaysia, Netherlands, Norway, Qatar, Singapore, Spain, Sweden, Switzerland, Thailand, United Arab Emirates or USA are not allowed to enter Samoa. Passengers must a) Spend at least 14 days in self-quarantine in a country of last port and must have a Medical Clearance within (3) days prior to final route to Samoa. This must be their final stop before travelling to Samoa. b) Provide proof of test results done within 5 days for the Coronavirus (COVID-2019). Passengers with COVID-19 positive test will not be allowed to enter Samoa. 3. All travelers, including returning residents entering Samoa, are required to undergo medical examination by a Registered Medical Practitioner within 3 days before arrival. Medical clearance report is required for check-in prior to issuing of boarding passes. 4. All travelers entering Samoa, including Samoan passport holders who are permanent residents of American Samoa, are required to have medical examination within 3 days before entering. It has to be signed by the attending physician and counter-signed by the Motusa Tuileama Nua, Director of Public Health, American Samoa. 5. Compulsory screening of all arriving passengers and crew to Samoa is in effect at all ports of entry. All are required to comply and produce additional documents when asked. 6. A Special Health Declaration Card has to be filled out by all passengers inflight or on arrival in to Samoa. ", https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm ,"Samoa: 1. All travelers, including returning residents entering Samoa, must have a medical certificate issued by a registered medical practitioner issued within 3 days before their arrival into Samoa. 2. Passengers who have transited through or have been in Australia, Austria, Bahrain, Belgium, Canada, China (People’s Rep.), Chinese Taipei, Czechia, Denmark, France, Germany, Greece, Hong Kong (SAR China), Iceland, Italy, Iran, Japan, Korea (Rep.), Kuwait, Luxembourg, Macao (SAR China), Malaysia, Netherlands, Norway, Qatar, Singapore, Spain, Sweden, Switzerland, Thailand, United Arab Emirates or USA are not allowed to enter Samoa. Passengers must: a) Spend at least 14 days in self-quarantine in a country of last port and must have a Medical Clearance within (3) days prior to final route to Samoa. This must be their final stop before travelling to Samoa. b) Provide proof of test results done within 5 days for the Coronavirus (COVID-2019). Passengers with COVID-19 positive test will not be allowed to enter Samoa. 3. All travelers, including returning residents entering Samoa, are required to undergo medical examination by a Registered Medical Practitioner within 3 days before arrival. Medical clearance report is required for check-in prior to issuing of boarding passes. 4. All travelers entering Samoa, including Samoan passport holders who are permanent residents of American Samoa, are required to have medical examination within 3 days before entering. It has to be signed by the attending physician and counter-signed by the Motusa Tuileama Nua, Director of Public Health, American Samoa. 5. Compulsory screening of all arriving passengers and crew to Samoa is in effect at all ports of entry. All are required to comply and produce additional documents when asked. 6. A Special Health Declaration Card has to be filled out by all passengers inflight or on arrival in to Samoa. Source: https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm Published on 21.03"
216,Panama,Panama,21.03.2020,2020-03-21,20200321,8.514556945917247,-80.12129492974923," Inbound restrictions ›The country’s borders were indefinitely shut to foreign nationals and non-residents on 16 March. ›All international flights, arriving and departing, will be suspended for 30 days, beginning 23 March. ›Panamanian citizens and residents arriving before 23 March are permitted to enter the country but will be subject to a 14 day mandatory quarantine. This measure does not apply to any travellers that are transiting through Tocumen International Airport (PTY) ›Any traveller displaying flu-like symptoms will be immediately taken to the Hospital San Miguel Arcangel in the capital Panama City for quarantine. ›Humanitarian, cargo, and domestic flights can continue and are not subject to the flight suspension beginning on 23 March. Outbound restrictions ›All international flights, arriving and departing, will be suspended for 30 days, beginning 23 March. Airport Entry/ExitHealth screening and questionnaires at airports and ports of entry. Passengers who have been to China in the 30 days prior to arrival may be subject to increased screening. Any traveller displaying flu-like symptoms will be immediately taken to the Hospital San Miguel Arcangel in the capital Panama City for quarantine. ", https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening https://www.iata.org/contentassets/9ed4302f84bb4657957a83c088a783bd/panama-ncov-measures.pdf ,"Panama: Inbound restrictions: ›The country’s borders were indefinitely shut to foreign nationals and non-residents on 16 March. ›All international flights, arriving and departing, will be suspended for 30 days, beginning 23 March. ›Panamanian citizens and residents arriving before 23 March are permitted to enter the country but will be subject to a 14 day mandatory quarantine. This measure does not apply to any travellers that are transiting through Tocumen International Airport (PTY) ›Any traveller displaying flu-like symptoms will be immediately taken to the Hospital San Miguel Arcangel in the capital Panama City for quarantine. ›Humanitarian, cargo, and domestic flights can continue and are not subject to the flight suspension beginning on 23 March. Outbound restrictions: ›All international flights, arriving and departing, will be suspended for 30 days, beginning 23 March. Airport Entry/Exit:Health screening and questionnaires at airports and ports of entry. Passengers who have been to China in the 30 days prior to arrival may be subject to increased screening. Any traveller displaying flu-like symptoms will be immediately taken to the Hospital San Miguel Arcangel in the capital Panama City for quarantine. Source: https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening https://www.iata.org/contentassets/9ed4302f84bb4657957a83c088a783bd/panama-ncov-measures.pdf Published on 21.03"
217,Pakistan,Pakistan,21.03.2020,2020-03-21,20200321,29.948496942492575,69.34134327397679, Pakistan Update Country suspends all international flights until 4 April because of COVID-19 (Reuters). Passengers must provide copy of test results for COVID-19 through RT-PCR conducted during the last 24 hours before boarding. The test result must include the name and passport number of the passenger. Original test result will have to be presented at arrival in Pakistan. , https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm ,Pakistan: Pakistan: Update: Country suspends all international flights until 4 April because of COVID-19 (Reuters). Passengers must provide copy of test results for COVID-19 through RT-PCR conducted during the last 24 hours before boarding. The test result must include the name and passport number of the passenger. Original test result will have to be presented at arrival in Pakistan. Source: https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm Published on 21.03
218,Nigeria,Nigeria,21.03.2020,2020-03-21,20200321,9.595314823741676,8.091239271546687," With effecto from 20 March 2020 the Federal Government of Nigeria will issue the following restriction for 4 weeks subject to review 1. Restriction of entry into the country for travellers from the following countries; China, Italy, Iran, South Korea, Spain, Japan, France, Germany, Norway, the United States of America, the United Kingdom, Netherlands and Switzerland. These are all countries with over 1,000 cases domestically. 2. Temporary suspension of all visas issued to nationals from the countries listed above and Nigerians arriving from these countries will be subjected to supervised isolation for 14 days. 5. Advise to all Nigerians to avoid travel to these countries. As of 23 March Nigeria will close its two main international airports in the cities of Lagos and Abuja from Monday night, its civil aviation regulator said on Saturday, as the number of coronavirus cases in the country almost doubled. The airports, which join three others around the country, will be shuttered for one month, the Nigerian Civil Aviation Authority said in a statement. ""All airports in Nigeria are closed to all incoming international flights with the exception of emergency and essential flights,"" the authority said. "," UNDP Abuja, Reuters ","Nigeria: With effecto from 20 March 2020 the Federal Government of Nigeria will issue the following restriction for 4 weeks subject to review: 1. Restriction of entry into the country for travellers from the following countries; China, Italy, Iran, South Korea, Spain, Japan, France, Germany, Norway, the United States of America, the United Kingdom, Netherlands and Switzerland. These are all countries with over 1,000 cases domestically. 2. Temporary suspension of all visas issued to nationals from the countries listed above and Nigerians arriving from these countries will be subjected to supervised isolation for 14 days. 5. Advise to all Nigerians to avoid travel to these countries. As of 23 March Nigeria will close its two main international airports in the cities of Lagos and Abuja from Monday night, its civil aviation regulator said on Saturday, as the number of coronavirus cases in the country almost doubled. The airports, which join three others around the country, will be shuttered for one month, the Nigerian Civil Aviation Authority said in a statement. ""All airports in Nigeria are closed to all incoming international flights with the exception of emergency and essential flights,"" the authority said. Source: UNDP Abuja, Reuters Published on 21.03"
219,New Caledonia,New Caledonia,21.03.2020,2020-03-21,20200321,-21.304340145282595,165.70265474852334, Flights to New Caledonia are suspended until 24 March 2020. , https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm ,New Caledonia: Flights to New Caledonia are suspended until 24 March 2020. Source: https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm Published on 21.03
